Print_Date,Emancipation_Date_Start,Site,Emancipation_Date_End,Breed,Species_,SpayNeutered,Stage_,Photo,Location_,Sort_By,Intake_Date_From,Review_Date_From,Intake_Date_To,Review_Date_To,Pre_Altered,Show_Photo,Video
"Friday, September 5, 2025",All,All,All,All,All,All,All,All,All,SubLocation - Alphabetical,All,All,All,All,All,No,All

Location_1,AVG_LOS,Distinct_Animals,AnimalNumber,AnimalName,AnimalType,PrimaryBreed,Age,Color,Declawed,PreAltered,IntakeType,Sex,Stage,Location,ARN,ChipNumber,Species,SecondaryBreed,DateOfBirth,ColorPattern,EmancipationDate,SpayedNeutered,IntakeDateTime,LOSInDays,StageChangeReason,SubLocation,AnimalWeight,Danger,DangerType,NumberOfPictures,Videos,HoldReason,HorForName,HoldStartDate,HoldPlacedBy,Total_Animals
  Foster Care Room,Avg. LOS: 20,13,A0059294330,,Cat,Domestic Shorthair,29d,Brown/White,N,N,Stray/OTC,M,Hold - Foster,Foster Care Room,,941010004524279,Cat,Mix,8/7/2025 12:00:00 AM,Tabby/,,N,9/4/2025 10:14 AM,1.20,,08,1.00 pound,No,,0,No,,,,,495
  Foster Care Room,Avg. LOS: 20,13,A0059294317,RILEY,Cat,Domestic Shorthair,1y 1d,Black/White,N,N,Stray/OTC,F,Hold - Foster,Foster Care Room,,941010004498999,Cat,,9/4/2024 12:00:00 AM,,,N,9/4/2025 10:14 AM,1.20,,08,6.00 pound,No,,0,No,,,,,495
  Foster Care Room,Avg. LOS: 20,13,A0059294321,,Cat,Domestic Shorthair,29d,Brown/White,N,N,Stray/OTC,F,Hold - Foster,Foster Care Room,,941010004598580,Cat,Mix,8/7/2025 12:00:00 AM,Tabby/,,N,9/4/2025 10:14 AM,1.20,,08,1.00 pound,No,,0,No,,,,,495
  Foster Care Room,Avg. LOS: 20,13,A0059294323,,Cat,Domestic Shorthair,29d,Black/White,N,N,Stray/OTC,M,Hold - Foster,Foster Care Room,,941010004514390,Cat,Mix,8/7/2025 12:00:00 AM,,,N,9/4/2025 10:14 AM,1.20,,08,1.25 pound,No,,0,No,,,,,495
  Foster Care Room,Avg. LOS: 20,13,A0059294327,,Cat,Domestic Shorthair,29d,Black/White,N,N,Stray/OTC,F,Hold - Foster,Foster Care Room,,941010004485744,Cat,Mix,8/7/2025 12:00:00 AM,,,N,9/4/2025 10:14 AM,1.20,,08,15.00 ounce,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0046861476,Brooklyn,Other,American,N/A,Silver/,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,M,Permanent Resident,Foster Home,Lunar,982091062187762,Rabbit,Mix,,,,Y,3/10/2021 1:36 PM,1640.00,medically cleared,Foster Home,8.75 pound,No,,3,Yes,,,,,495
  Foster Home,Avg. LOS: 60,256,A0046861487,Broadway,Other,American,N/A,Sable/,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,M,Permanent Resident,Foster Home,Morgan,982091062187875,Rabbit,Mix,,,,Y,3/10/2021 1:36 PM,1640.00,medically cleared,Foster Home,9.90 pound,No,,3,Yes,,,,,495
  Foster Home,Avg. LOS: 60,256,A0052669181,Alex Wolff,Other,CHINCHILLA,N/A,Grey/,N,N,Seized/Abandoned,M,Permanent Resident,Foster Home,,,Rodent,,,,,N,5/16/2023 3:06 PM,843.00,,Foster Home,1.30 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0052669183,Ernie,Other,CHINCHILLA,N/A,Grey/,N,N,Seized/Abandoned,M,Permanent Resident,Foster Home,Nat Wolff,,Rodent,,,,,N,5/16/2023 3:06 PM,843.00,,Foster Home,1.50 ounce,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058058096,,Other,RAT-DOMESTIC,5m 22d,White/,,N,Owner/Guardian Surrender/Born in Foster,U,In Foster,Foster Home,,,Rodent,RAT-DOMESTIC,3/14/2025 12:00:00 AM,,,N,3/14/2025 3:08 PM,175.00,,Foster Home,,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058058107,,Other,RAT-DOMESTIC,5m 22d,White/,,N,Owner/Guardian Surrender/Born in Foster,U,In Foster,Foster Home,,,Rodent,RAT-DOMESTIC,3/14/2025 12:00:00 AM,,,N,3/14/2025 3:08 PM,175.00,,Foster Home,,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058058111,,Other,RAT-DOMESTIC,5m 22d,White/,,N,Owner/Guardian Surrender/Born in Foster,U,In Foster,Foster Home,,,Rodent,RAT-DOMESTIC,3/14/2025 12:00:00 AM,,,N,3/14/2025 3:08 PM,175.00,,Foster Home,,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058212975,Gilbert,Other,Florida White,5m 7d,White/,N,N,Owner/Guardian Surrender/Born in Care,M,In Foster,Foster Home,Bunny 2,,Rabbit,Satin,3/29/2025 12:00:00 AM,,,N,3/30/2025 10:06 AM,159.20,,Foster Home,3.75 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058212978,CUCUMBER,Other,Florida White,5m 7d,White/,N,N,Owner/Guardian Surrender/Born in Care,M,In Foster,Foster Home,BUNNY 1,941010004615819,Rabbit,Satin,3/29/2025 12:00:00 AM,,,Y,3/30/2025 10:06 AM,159.20,,Foster Home,3.75 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058212979,Glacier,Other,Florida White,5m 7d,White/,N,N,Owner/Guardian Surrender/Born in Care,F,In Foster,Foster Home,,,Rabbit,Satin,3/29/2025 12:00:00 AM,,,N,3/30/2025 10:06 AM,159.20,,Foster Home,4.00 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058212981,Apple,Other,Florida White,5m 7d,White/,N,N,Owner/Guardian Surrender/Born in Care,F,In Foster,Foster Home,,,Rabbit,Satin,3/29/2025 12:00:00 AM,,,N,3/30/2025 10:06 AM,159.20,,Foster Home,4.00 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058212982,Cloudy,Other,Florida White,5m 7d,White/,N,N,Owner/Guardian Surrender/Born in Care,F,In Foster,Foster Home,,,Rabbit,Satin,3/29/2025 12:00:00 AM,,,N,3/30/2025 10:06 AM,159.20,,Foster Home,4.25 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058212985,Bunny 5,Other,Florida White,5m 7d,White/,N,N,Owner/Guardian Surrender/Born in Care,M,In Foster,Foster Home,,,Rabbit,Satin,3/29/2025 12:00:00 AM,,,N,3/30/2025 10:06 AM,159.20,,Foster Home,3.75 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058212987,Bunny 7,Other,Florida White,5m 7d,White/,N,N,Owner/Guardian Surrender/Born in Care,M,In Foster,Foster Home,,,Rabbit,Satin,3/29/2025 12:00:00 AM,,,N,3/30/2025 10:06 AM,159.20,,Foster Home,3.75 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058213031,Heather,Other,Rex,5m 7d,White/,N,N,Owner/Guardian Surrender/Born in Care,F,In Foster,Foster Home,,,Rabbit,Mix,3/29/2025 12:00:00 AM,,,N,3/30/2025 10:17 AM,159.20,,Foster Home,4.60 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058213036,Cinnamon,Other,Rex,5m 7d,Buff/,N,N,Owner/Guardian Surrender/Born in Care,F,In Foster,Foster Home,,,Rabbit,Mix,3/29/2025 12:00:00 AM,,,N,3/30/2025 10:17 AM,159.20,,Foster Home,3.70 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058284280,Beaker,Dog,"Terrier, American Pit Bull",9m 26d,White/Brown,N,N,Seized/Cruelty,M,Available,Foster Home,,941010002985801,Dog,Mix,11/10/2024 12:00:00 AM,Brindle/,,Y,4/10/2025 3:04 PM,148.00,,Foster Home,45.00 pound,No,,3,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058799431,,Cat,Domestic Longhair,2m 13d,Grey/,N,N,Stray/OTC,F,In Foster,Foster Home,,941010004208036,Cat,Mix,6/23/2025 12:00:00 AM,,,N,6/27/2025 2:10 PM,70.00,,Foster Home,1.40 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058636096,LUKA,Cat,Domestic Shorthair,3m 29d,Black/,N,N,Stray/Abandoned/Dumped Off at SPCA,M,In Foster,Foster Home,,941010004379749,Cat,,5/7/2025 12:00:00 AM,,,Y,6/4/2025 8:00 AM,93.30,went back into FC,Foster Home,3.25 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058729684,PICKLES,Cat,Domestic Shorthair,1y 9m 13d,Black/White,N,N,Owner/Guardian Surrender/Guardian Surrender - OTC!,F,In Foster,Foster Home,,941010004188226,Cat,,11/23/2023 12:00:00 AM,,,N,6/23/2025 11:13 AM,74.10,Nursing mom,Foster Home,7.90 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058729698,,Cat,Domestic Shorthair,2m 23d,White/Black,N,N,Owner/Guardian Surrender/Guardian Surrender - OTC!,M,In Foster,Foster Home,,941010004173150,Cat,Mix,6/13/2025 12:00:00 AM,,,N,6/23/2025 11:13 AM,74.10,,Foster Home,1.90 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058729703,,Cat,Domestic Shorthair,2m 23d,White/Grey,N,N,Owner/Guardian Surrender/Guardian Surrender - OTC!,F,In Foster,Foster Home,,941010004202273,Cat,Mix,6/13/2025 12:00:00 AM,,,N,6/23/2025 11:13 AM,74.10,,Foster Home,2.50 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058729706,,Cat,Domestic Shorthair,2m 23d,Black/White,N,N,Owner/Guardian Surrender/Guardian Surrender - OTC!,M,In Foster,Foster Home,,941010004213139,Cat,Mix,6/13/2025 12:00:00 AM,,,N,6/23/2025 11:13 AM,74.10,,Foster Home,1.60 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058757630,FUZZY SLIPPER,Other,Mini-Lop,4m 27d,White/Grey,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,M,In Foster,Foster Home,,,Rabbit,,4/9/2025 12:00:00 AM,,,N,6/21/2025 2:56 PM,76.00,assess,Foster Home,2.90 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058757640,FLIP FLOP,Other,Rex,4m 27d,Black/,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,M,In Foster,Foster Home,,,Rabbit,Mix,4/9/2025 12:00:00 AM,,,N,6/21/2025 2:56 PM,76.00,CLEAR FOR FOSTER,Foster Home,4.60 pound,No,,3,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058764920,Leonardo,Other,Satin,1y 2m 13d,Brown/,N,N,Owner/Guardian Surrender/Guardian Surrender - OTC!,M,In Foster,Foster Home,,,Rabbit,Mix,6/23/2024 12:00:00 AM,Agouti/,,N,6/23/2025 12:28 PM,74.10,weight gain,Foster Home,5.40 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058787259,,Other,Satin,3m 10d,Black/Orange,N,N,Stray/OTC,M,In Foster,Foster Home,,,Rabbit,Mix,5/26/2025 12:00:00 AM,,,N,6/26/2025 8:47 AM,71.30,,Foster Home,2.90 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058787263,,Other,Satin,3m 10d,White/Brown,N,N,Stray/OTC,M,In Foster,Foster Home,,,Rabbit,Mix,5/26/2025 12:00:00 AM,,,N,6/26/2025 8:47 AM,71.30,,Foster Home,1.25 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058790535,Abigail,Cat,Domestic Longhair,1y 9d,Black/,N,N,Stray/OTC,F,In Foster,Foster Home,,941010004242608,Cat,Mix,8/27/2024 12:00:00 AM,,,N,6/27/2025 2:10 PM,70.00,Nursing mom,Foster Home,6.50 ounce,No,,1,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058790545,,Cat,Domestic Shorthair,2m 13d,Black/,N,N,Stray/OTC,F,In Foster,Foster Home,,941010004241505,Cat,Mix,6/23/2025 12:00:00 AM,,,N,6/27/2025 2:10 PM,70.00,,Foster Home,1.90 pound,No,,1,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058790552,,Cat,Domestic Shorthair,2m 13d,Black/,N,N,Stray/OTC,M,In Foster,Foster Home,,941010004210130,Cat,Mix,6/23/2025 12:00:00 AM,,,N,6/27/2025 2:10 PM,70.00,,Foster Home,2.00 pound,No,,1,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058790558,,Cat,Domestic Longhair,2m 13d,Smoke/,N,N,Stray/OTC,F,In Foster,Foster Home,,941010004192336,Cat,Mix,6/23/2025 12:00:00 AM,,,N,6/27/2025 2:10 PM,70.00,,Foster Home,1.40 pound,No,,1,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058790560,,Cat,Domestic Longhair,2m 13d,Grey/,N,N,Stray/OTC,M,In Foster,Foster Home,,941010004179253,Cat,Mix,6/23/2025 12:00:00 AM,,,N,6/27/2025 2:10 PM,70.00,,Foster Home,2.00 pound,No,,1,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058795591,,Other,Satin,3m 10d,Brown/Orange,N,N,Stray/OTC,M,In Foster,Foster Home,,,Rabbit,Mix,5/26/2025 12:00:00 AM,Tortoiseshell/,,N,6/27/2025 9:11 AM,70.20,,Foster Home,2.80 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058796476,FIRECRACKER,Cat,Domestic Shorthair,6m 9d,Black/,N,N,Stray/OTC,M,In Foster,Foster Home,,941010004367734,Cat,,2/27/2025 12:00:00 AM,,,Y,6/27/2025 3:25 PM,70.00,ON MEDS,Foster Home,6.20 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058799429,,Cat,Domestic Longhair,2m 13d,Black/,N,N,Stray/OTC,M,In Foster,Foster Home,,941010004181309,Cat,Mix,6/23/2025 12:00:00 AM,,,N,6/27/2025 2:10 PM,70.00,,Foster Home,1.80 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058811036,,Other,Satin,N/A,Blue/,N,N,Stray/OTC,M,In Foster,Foster Home,,,Rabbit,Mix,,,,N,6/30/2025 8:26 AM,67.30,,Foster Home,1.50 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058819243,,Other,Satin,3m 4d,Orange/White,N,N,Stray/OTC,M,In Foster,Foster Home,,,Rabbit,Mix,6/1/2025 12:00:00 AM,Tricolor/,,N,7/1/2025 8:32 AM,66.30,,Foster Home,1.50 pound,No,,1,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058819245,BEACH BALL,Other,Satin,N/A,Orange/Black,N,N,Stray/OTC,F,In Foster,Foster Home,,,Rabbit,Mix,,Tortoiseshell/,,N,7/1/2025 8:32 AM,66.30,Ok for foster,Foster Home,4.60 pound,No,,3,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058825557,,Cat,Domestic Shorthair,2m 2d,Black/,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - FIELD!,F,In Foster,Foster Home,,,Cat,,7/3/2025 12:00:00 AM,,,N,8/7/2025 9:51 AM,29.20,,Foster Home,2.00 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058825574,,Cat,Domestic Shorthair,2m 2d,Grey/,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - FIELD!,F,In Foster,Foster Home,,,Cat,,7/3/2025 12:00:00 AM,Tabby/,,N,8/7/2025 9:51 AM,29.20,,Foster Home,2.00 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058847120,KIWI,Cat,Domestic Shorthair,6m 0d,Brown/,N,Y,Return/Owned 30 Days or Less - OTC!,F,In Foster,Foster Home,,941010004212770,Cat,,3/5/2025 12:00:00 AM,Tabby/,,Y,7/29/2025 1:59 PM,38.00,Recheck UA in 3-4wks; QOL,Foster Home,5.90 pound,No,,1,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058847793,SPARK,Cat,Domestic Shorthair,2m 29d,Black/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004202825,Cat,Mix,6/7/2025 12:00:00 AM,,,N,7/5/2025 12:52 PM,62.10,,Foster Home,2.90 pound,No,,1,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058858463,General Lee,Cat,Domestic Shorthair,2m 20d,Orange/White,N,N,Stray/OTC,M,In Foster,Foster Home,,941010004491224,Cat,,6/16/2025 12:00:00 AM,Tabby/,,N,7/7/2025 2:47 PM,60.00,,Foster Home,3.40 pound,No,,1,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058864070,Brownie,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",2m 4d,Brindle/,N,N,Stray/OTC,M,In Foster,Foster Home,,941010004229001,Dog,Mix,7/1/2025 12:00:00 AM,,,N,7/8/2025 11:49 AM,59.10,,Foster Home,8.10 pound,No,,1,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058864072,Oreo,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",2m 4d,Black/White,N,N,Stray/OTC,F,In Foster,Foster Home,,941010004217917,Dog,Mix,7/1/2025 12:00:00 AM,,,N,7/8/2025 11:49 AM,59.10,,Foster Home,9.40 pound,No,,1,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058872790,,Other,Satin,1m 28d,White/Tan,N,N,Stray/No Hold,F,In Foster,Foster Home,,,Rabbit,Satin,7/8/2025 12:00:00 AM,Spotted/,,N,7/9/2025 11:52 AM,58.10,needs fostering,Foster Home,1.20 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058872792,,Other,Satin,1m 28d,White/Grey,N,N,Stray/No Hold,M,In Foster,Foster Home,,,Rabbit,Satin,7/8/2025 12:00:00 AM,Spotted/,,N,7/9/2025 11:52 AM,58.10,needs fostering,Foster Home,1.20 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058872796,,Other,Satin,1m 28d,White/Orange/Grey,N,N,Stray/No Hold,F,In Foster,Foster Home,,,Rabbit,Satin,7/8/2025 12:00:00 AM,Spotted/,,N,7/9/2025 11:52 AM,58.10,needs fostering,Foster Home,1.20 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058872798,,Other,Satin,1m 28d,Grey/,N,N,Stray/No Hold,F,In Foster,Foster Home,,,Rabbit,Satin,7/8/2025 12:00:00 AM,,,N,7/9/2025 11:52 AM,58.10,needs fostering,Foster Home,1.20 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058872803,,Other,Satin,1m 28d,Black/,N,N,Stray/No Hold,M,In Foster,Foster Home,,,Rabbit,Satin,7/8/2025 12:00:00 AM,,,N,7/9/2025 11:52 AM,58.10,needs fostering,Foster Home,1.30 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058872805,,Other,Satin,1m 28d,Grey/Tan/Orange,N,N,Stray/No Hold,F,In Foster,Foster Home,,,Rabbit,Satin,7/8/2025 12:00:00 AM,Tortoiseshell/,,N,7/9/2025 11:52 AM,58.10,needs fostering,Foster Home,1.10 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058872807,,Other,Satin,1m 28d,White/Grey,N,N,Stray/No Hold,F,In Foster,Foster Home,,,Rabbit,Satin,7/8/2025 12:00:00 AM,Spotted/,,N,7/9/2025 11:52 AM,58.10,needs fostering,Foster Home,1.20 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058872864,Berlini,Cat,Domestic Shorthair,2m 0d,Black/Orange,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004618880,Cat,Mix,7/5/2025 12:00:00 AM,Tortoiseshell/,,N,7/9/2025 11:58 AM,58.10,bottle baby,Foster Home,1.50 pound,No,,1,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058872867,Kiki,Cat,Domestic Shorthair,2m 0d,Black/White,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004498053,Cat,Mix,7/5/2025 12:00:00 AM,,,N,7/9/2025 11:58 AM,58.10,bottle baby,Foster Home,13.50 ounce,No,,1,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058874852,Shania,Cat,Domestic Shorthair,2m 18d,Grey/Orange,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004185306,Cat,Mix,6/18/2025 12:00:00 AM,Calico/,,N,7/9/2025 2:29 PM,58.00,ok for foster,Foster Home,1.40 pound,No,,1,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058874855,Blakey,Cat,Domestic Shorthair,2m 18d,Black/White,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004191345,Cat,Mix,6/18/2025 12:00:00 AM,,,N,7/9/2025 2:29 PM,58.00,ok for foster,Foster Home,1.80 pound,No,,1,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058894881,,Cat,Domestic Shorthair,1y 1m 24d,Black/White,N,N,Stray/OTC,F,In Foster,Foster Home,ANASTASIA,941010004635861,Cat,Mix,7/12/2024 12:00:00 AM,,,N,7/12/2025 11:26 AM,55.10,,Foster Home,7.10 pound,No,,1,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058901767,,Cat,Domestic Shorthair,3m 3d,Black/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004199355,Cat,Mix,6/2/2025 12:00:00 AM,,,N,7/14/2025 8:53 AM,53.30,,Foster Home,2.80 pound,No,,1,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058901777,,Cat,Domestic Shorthair,2m 17d,Grey/White,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004214429,Cat,Mix,6/19/2025 12:00:00 AM,Tabby/,,N,7/17/2025 3:02 PM,50.00,Too young/URI,Foster Home,2.20 pound,No,,1,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058901781,,Cat,Domestic Shorthair,2m 17d,Grey/Tan,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004213840,Cat,Mix,6/19/2025 12:00:00 AM,Calico/,,N,7/17/2025 3:02 PM,50.00,Too young/URI,Foster Home,2.10 pound,No,,1,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058901783,,Cat,Domestic Shorthair,3m 3d,Black/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004240751,Cat,Mix,6/2/2025 12:00:00 AM,,,N,7/14/2025 8:53 AM,53.30,,Foster Home,3.40 pound,No,,1,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058901787,,Cat,Domestic Shorthair,3m 3d,Black/Orange,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004216277,Cat,Mix,6/2/2025 12:00:00 AM,Tortoiseshell/,,N,7/14/2025 8:53 AM,53.30,,Foster Home,3.10 pound,No,,1,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058901794,,Cat,Domestic Shorthair,3m 3d,Black/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004241061,Cat,Mix,6/2/2025 12:00:00 AM,,,N,7/14/2025 8:53 AM,53.30,,Foster Home,3.40 pound,No,,1,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058901926,,Cat,Domestic Shorthair,1m 23d,Black/White,N,N,Stray/Born in Care,F,In Foster,Foster Home,,941010004492897,Cat,Mix,7/13/2025 12:00:00 AM,,,N,7/14/2025 9:22 AM,53.20,,Foster Home,1.10 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058901929,,Cat,Domestic Shorthair,1m 23d,Black/White,N,N,Stray/Born in Care,M,In Foster,Foster Home,,941010004619592,Cat,Mix,7/13/2025 12:00:00 AM,,,N,7/14/2025 9:22 AM,53.20,,Foster Home,15.50 ounce,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058901930,,Cat,Domestic Longhair,1m 23d,Black/White,N,N,Stray/Born in Care,F,In Foster,Foster Home,,941010004571312,Cat,Mix,7/13/2025 12:00:00 AM,,,N,7/14/2025 9:22 AM,53.20,,Foster Home,1.20 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058901931,,Cat,Domestic Shorthair,1m 23d,Black/White,N,N,Stray/Born in Care,F,In Foster,Foster Home,,941010004494510,Cat,Mix,7/13/2025 12:00:00 AM,,,N,7/14/2025 9:22 AM,53.20,,Foster Home,1.10 gram,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058903437,Henrietta,Cat,Domestic Shorthair,2m 23d,Grey/,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004510365,Cat,,6/13/2025 12:00:00 AM,Tabby/,,N,7/14/2025 11:57 AM,53.10,okay for foster,Foster Home,2.60 pound,No,,1,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058904578,Sam,Cat,Domestic Shorthair,2m 20d,Orange/White,N,N,Transfer In/ACO or DCO in County,M,In Foster,Foster Home,,941010004488722,Cat,,6/16/2025 12:00:00 AM,Tabby/,,N,7/14/2025 1:41 PM,53.00,,Foster Home,2.00 pound,No,,1,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058904579,Molly,Cat,Domestic Shorthair,2m 20d,Brown/White,N,N,Transfer In/ACO or DCO in County,F,In Foster,Foster Home,,941010004553300,Cat,,6/16/2025 12:00:00 AM,Tabby/,,N,7/14/2025 1:41 PM,53.00,,Foster Home,1.60 pound,No,,1,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058904643,Omen,Cat,Domestic Shorthair,2m 20d,Brown/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004619525,Cat,Mix,6/16/2025 12:00:00 AM,Tabby/,,N,7/14/2025 1:27 PM,53.00,,Foster Home,3.00 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058904859,,Cat,Domestic Shorthair,1m 23d,Grey/White,N,N,Stray/Born in Care,F,In Foster,Foster Home,,941010004575332,Cat,Mix,7/13/2025 12:00:00 AM,,,N,7/14/2025 1:50 PM,53.00,,Foster Home,15.50 ounce,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058909081,PEEWEE,Cat,Domestic Shorthair,1m 22d,Brown/,N,N,Stray/Field,M,In Foster,Foster Home,,941010004516982,Cat,Mix,7/14/2025 12:00:00 AM,Tabby/,,N,7/15/2025 8:56 AM,52.30,,Foster Home,14.00 ounce,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058909084,,Cat,Domestic Shorthair,1y 1m 21d,Grey/,N,N,Stray/Field,F,In Foster,Foster Home,ROSEMARIE,,Cat,Mix,7/15/2024 12:00:00 AM,Tabby/,,N,7/15/2025 8:56 AM,52.30,,Foster Home,5.50 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058914263,,Cat,Domestic Shorthair,1m 22d,Grey/,N,N,Seized/Abandoned,F,In Foster,Foster Home,,941010004489984,Cat,,7/14/2025 12:00:00 AM,,,N,7/15/2025 3:20 PM,52.00,,Foster Home,1.40 pound,No,,0,No,,,,,495
  Foster Home,Avg. LOS: 60,256,A0058914271,Pancake,Cat,Domestic Shorthair,1m 22d,Brown/,N,N,Seized/Abandoned,M,In Foster,Foster Home,,941010004494557,Cat,,7/14/2025 12:00:00 AM,Tabby/,,N,7/15/2025 3:20 PM,52.00,,Foster Home,14.10 ounce,No,,0,No,,,,,495
